words,char,value
unlickable,10,90
unlicked,8,79
unlid,5,60
unlidded,8,73
unlie,5,61
unlifelike,10,104
unliftable,10,102
unlifted,8,91
unlifting,9,112
unligable,9,83
unligatured,11,132
unlight,7,91
unlighted,9,100
unlightedly,11,137
unlightedness,13,157
unlightened,11,119
unlignified,11,110
unlikable,9,87
unlikableness,13,144
unlikably,9,107
unlike,6,72
unlikeable,10,92
unlikeableness,14,149
unlikeably,10,112
unliked,7,76
unlikelihood,12,135
unlikeliness,12,150
unlikely,8,109
unliken,7,86
unlikeness,10,129
unliking,8,97
unlimb,6,71
unlimber,8,94
unlime,6,74
unlimed,7,78
unlimitable,11,118
unlimitableness,15,175
unlimitably,11,138
unlimited,9,107
unlimitedly,11,144
unlimitedness,13,164
unlimitless,11,153
unlimned,8,92
unlimp,6,85
unline,6,75
unlineal,8,88
unlined,7,79
unlingering,11,130
unlink,6,81
unlinked,8,90
unlionlike,10,122
unliquefiable,13,134
unliquefied,11,123
unliquid,8,107
unliquidatable,14,148
unliquidated,12,137
unliquidating,13,158
unliquidation,13,166
unliquored,10,136
unlisping,9,121
unlist,6,95
unlisted,8,104
unlistened,10,123
unlistening,11,144
unlisty,7,120
unlit,5,76
unliteral,9,112
unliterally,11,149
unliteralness,13,169
unliterary,10,143
unliterate,10,125
unlitigated,11,122
unlitten,8,115
unlittered,10,128
unliturgical,12,147
unliturgize,11,162
unlivable,9,98
unlivableness,13,155
unlivably,9,118
unlive,6,83
unliveable,10,103
unliveableness,14,160
unliveably,10,123
unliveliness,12,161
unlively,8,120
unliveried,10,119
unlivery,8,126
unliving,8,108
unlizardlike,12,142
unload,6,67
unloaded,8,76
unloaden,8,86
unloader,8,90
unloafing,9,99
unloanably,10,117
unloaned,8,86
unloaning,9,107
unloath,7,91
unloathed,9,100
unloathful,10,130
unloathly,9,128
unloathsome,11,143
unlobed,7,73
unlocal,7,78
unlocalizable,13,133
unlocalize,10,118
unlocalized,11,122
unlocally,9,115
unlocated,9,95
unlock,6,76
unlockable,10,96
unlocked,8,85
unlocker,8,99
unlocking,9,106
unlocomotive,12,164
unlodge,7,78
unlodged,8,82
unlofty,7,113
unlogged,8,85
unlogic,7,81
unlogical,9,94
unlogically,11,131
unlogicalness,13,151
unlonely,8,118
unlook,6,88
unlooked,8,97
unloop,6,93
unlooped,8,102
unloosable,10,116
unloosably,10,136
unloose,7,101
unloosen,8,115
unloosening,11,145
unloosing,9,126
unlooted,8,106
unlopped,8,103
unloquacious,12,168
unlord,6,84
unlorded,8,93
unlordly,8,121
unlosable,9,101
unlosableness,13,158
unlost,6,101
unlotted,8,111
unlousy,7,127
unlovable,9,104
unlovableness,13,161
unlovably,9,124
unlove,6,89
unloveable,10,109
unloveableness,14,166
unloveably,10,129
unloved,7,93
unlovelily,10,147
unloveliness,12,167
unlovely,8,126
unloverlike,11,144
unloverly,9,144
unloving,8,114
unlovingly,10,151
unlovingness,12,171
unlowered,9,117
unlowly,7,122
unloyal,7,100
unloyally,9,137
unloyalty,9,145
unlubricated,12,130
unlucent,8,110
unlucid,7,84
unluck,6,82
unluckful,9,121
unluckily,9,128
unluckiness,11,148
unlucky,7,107
unlucrative,11,146
unludicrous,11,157
unluffed,8,89
unlugged,8,91
unlugubrious,12,180
unluminous,10,159
unlumped,8,106
unlunar,7,101
unlured,7,95
unlust,6,107
unlustily,9,153
unlustiness,11,173
unlustrous,10,180
unlusty,7,132
unlute,6,93
unluted,7,97
unluxated,9,122
unluxuriant,11,175
unluxurious,11,195
unlycanthropize,15,207
unlying,7,102
unlyrical,9,115
unlyrically,11,152
unmacadamized,13,115
unmacerated,11,105
unmachinable,12,103
unmackly,8,100
unmad,5,53
unmadded,8,66
unmaddened,10,85
unmade,6,58
unmagic,7,68
unmagical,9,81
unmagisterial,13,149
unmagistratelike,16,185
unmagnanimous,13,162
unmagnetic,10,107
unmagnetical,12,120
unmagnetized,12,139
unmagnified,11,103
unmagnify,9,110
unmaid,6,62
unmaidenlike,12,118
unmaidenliness,14,159
unmaidenly,10,118
unmail,6,70
unmailable,10,90
unmailableness,14,147
unmailed,8,79
unmaimable,10,91
unmaimed,8,80
unmaintainable,14,136
unmaintained,12,125
unmajestic,10,115
unmakable,9,80
unmake,6,65
unmaker,7,83
unmalevolent,12,154
unmalicious,11,137
unmalignant,11,126
unmaligned,10,100
unmalleability,14,156
unmalleable,11,98
unmalleableness,15,155
unmalled,8,82
unmaltable,10,101
unmalted,8,90
unmammalian,11,112
unmammonized,12,148
unman,5,63
unmanacle,9,84
unmanacled,10,88
unmanageable,12,96
unmanageableness,16,153
unmanageably,12,116
unmanaged,9,80
unmancipated,12,121
unmandated,10,97
unmanducated,12,121
unmaned,7,72
unmaneged,9,84
unmanful,8,102
unmanfully,10,139
unmangled,9,91
unmaniable,10,92
unmaniac,8,76
unmaniacal,10,89
unmanicured,11,123
unmanifest,10,122
unmanifested,12,131
unmanipulatable,15,162
unmanipulated,13,151
unmanlike,9,100
unmanlily,9,121
unmanliness,11,141
unmanly,7,100
unmanned,8,86
unmanner,8,100
unmannered,10,109
unmanneredly,12,146
unmannerliness,14,178
unmannerly,10,137
unmannish,9,113
unmanored,9,105
unmantle,8,100
unmantled,9,104
unmanufacturable,16,173
unmanufactured,14,162
unmanumissible,14,172
unmanumitted,12,155
unmanurable,11,122
unmanured,9,111
unmappable,10,101
unmapped,8,90
unmarbled,9,90
unmarch,7,78
unmarching,10,108
unmarginal,10,110
unmarginated,12,127
unmarine,8,95
unmaritime,10,123
unmarkable,10,98
unmarked,8,87
unmarketable,12,123
unmarketed,10,112
unmarled,8,88
unmarred,8,94
unmarriable,11,114
unmarriageability,17,185
unmarriageable,14,127
unmarried,9,103
unmarring,9,115
unmarry,7,110
unmarrying,10,140
unmarshaled,11,116
unmartial,9,109
unmartyr,8,130
unmartyred,10,139
unmarvelous,11,161
unmasculine,11,132
unmashed,8,85
unmask,6,79
unmasked,8,88
unmasker,8,102
unmasking,9,109
unmasquerade,12,139
unmassacred,11,118
unmassed,8,96
unmast,6,88
unmaster,8,111
unmasterable,12,131
unmastered,10,120
unmasterful,11,150
unmasticable,12,120
unmasticated,12,130
unmatchable,11,100
unmatchableness,15,157
unmatchably,11,120
unmatched,9,89
unmatchedness,13,146
unmate,6,74
unmated,7,78
unmaterial,10,114
unmaterialistic,15,174
unmateriate,11,127
unmaternal,10,119
unmathematical,14,141
unmathematically,16,178
unmating,8,99
unmatriculated,14,162
unmatrimonial,13,160
unmatronlike,12,153
unmatted,8,98
unmature,8,113
unmatured,9,117
unmaturely,10,150
unmatureness,12,170
unmaturing,10,138
unmaturity,10,162
unmauled,8,91
unmaze,6,80
unmeaning,9,98
unmeaningly,11,135
unmeaningness,13,155
unmeant,7,88
unmeasurable,12,132
unmeasurableness,16,189
unmeasurably,12,152
unmeasured,10,121
unmeasuredly,12,158
unmeasuredness,14,178
unmeated,8,83
unmechanic,10,91
unmechanical,12,104
unmechanically,14,141
unmechanistic,13,139
unmechanize,11,119
unmechanized,12,123
unmedaled,9,79
unmedalled,10,91
unmeddle,8,78
unmeddled,9,82
unmeddlesome,12,130
unmeddling,10,103
unmeddlingly,12,140
unmeddlingness,14,160
unmediaeval,11,107
unmediated,10,96
unmediatized,12,131
unmedicable,11,89
unmedical,9,82
unmedicated,11,99
unmedicative,12,126
unmedicinable,13,112
unmedicinal,11,105
unmeditated,11,116
unmeditative,12,143
unmediumistic,13,160
unmedullated,12,132
unmeek,6,69
unmeekly,8,106
unmeekness,10,126
unmeet,6,78
unmeetable,10,98
unmeetly,8,115
unmeetness,10,135
unmelancholy,12,143
unmeliorated,12,137
unmellow,8,115
unmellowed,10,124
unmelodic,9,96
unmelodious,11,148
unmelodiously,13,185
unmelodiousness,15,205
unmelodized,11,128
unmelodramatic,14,149
unmeltable,10,105
unmeltableness,14,162
unmeltably,10,125
unmelted,8,94
unmeltedness,12,151
unmelting,9,115
unmember,8,91
unmemoired,10,117
unmemorable,11,119
unmemorialized,14,165
unmemoried,10,117
unmemorized,11,143
unmenaced,9,80
unmenacing,10,101
unmendable,10,91
unmendableness,14,148
unmendably,10,111
unmendacious,12,139
unmended,8,80
unmenial,8,89
unmenseful,10,130
unmenstruating,14,196
unmensurable,12,145
unmental,8,100
unmentionability,16,203
unmentionable,13,145
unmentionableness,17,202
unmentionables,14,164
unmentionably,13,165
unmentioned,11,134
unmercantile,12,135
unmercenariness,15,178
unmercenary,11,137
unmercerized,12,141
unmerchantable,14,137
unmerchantlike,14,154
unmerchantly,12,154
unmerciful,10,122
unmercifully,12,159
unmercifulness,14,179
unmercurial,11,135
unmeretricious,14,190
unmerge,7,83
unmerged,8,87
unmeridional,12,135
unmerited,9,109
unmeritedly,11,146
unmeritedness,13,166
unmeriting,10,130
unmeritorious,13,197
unmeritoriously,15,234
unmeritoriousness,17,254
unmerry,7,114
unmesh,6,80
unmesmeric,10,120
unmesmerize,11,148
unmesmerized,12,152
unmet,5,73
unmetaled,9,95
unmetalized,11,130
unmetalled,10,107
unmetallic,10,110
unmetallurgical,15,169
unmetamorphosed,15,187
unmetaphorical,14,156
unmetaphysic,12,154
unmetaphysical,14,167
unmeted,7,82
unmeteorological,16,185
unmetered,9,105
unmethodical,12,125
unmethodically,14,162
unmethodicalness,16,182
unmethodized,12,144
unmethodizing,13,165
unmethylated,12,148
unmeticulous,12,173
unmetric,8,103
unmetrical,10,116
unmetrically,12,153
unmetricalness,14,173
unmetropolitan,14,193
unmettle,8,110
unmew,5,76
unmewed,7,85
unmicaceous,11,124
unmicrobic,10,107
unmicroscopic,13,158
unmidwifed,10,108
unmighty,8,117
unmigrating,11,133
unmildewed,10,110
unmilitant,10,133
unmilitarily,12,163
unmilitariness,14,183
unmilitaristic,14,177
unmilitarized,13,161
unmilitary,10,142
unmilked,8,89
unmilled,8,90
unmillinered,12,136
unmilted,8,98
unmimicked,10,102
unminable,9,91
unminced,8,83
unmincing,9,104
unmind,6,75
unminded,8,84
unmindful,9,114
unmindfully,11,151
unmindfulness,13,171
unminding,9,105
unmined,7,80
unmineralized,13,151
unmingle,8,95
unmingleable,12,115
unmingled,9,99
unmingling,10,120
unminimized,11,137
unminished,10,116
unminister,10,142
unministered,12,151
unministerial,13,164
unministerially,15,201
unminted,8,100
unminuted,9,121
unmiracled,10,100
unmiraculous,12,167
unmiraculously,14,204
unmired,7,84
unmirrored,10,135
unmirthful,10,142
unmirthfully,12,179
unmirthfulness,14,199
unmiry,6,100
unmisanthropic,14,180
unmiscarrying,13,171
unmischievous,13,178
unmiscible,10,107
unmisconceivable,16,167
unmiserly,9,136
unmisgiving,11,144
unmisgivingly,13,181
unmisguided,11,126
unmisinterpretable,18,221
unmisled,8,97
unmissable,10,115
unmissed,8,104
unmissionary,12,177
unmissionized,13,177
unmist,6,96
unmistakable,12,128
unmistakableness,16,185
unmistakably,12,148
unmistakedly,12,154
unmistaken,10,127
unmistakingly,13,175
unmistressed,12,166
unmistrusted,12,183
unmistrustful,13,213
unmistrusting,13,204
unmisunderstandable,19,216
unmisunderstanding,18,226
unmisunderstood,15,211
unmiter,7,100
unmitigable,11,113
unmitigated,11,123
unmitigatedly,13,160
unmitigatedness,15,180
unmitigative,12,150
unmittened,10,125
unmix,5,81
unmixable,9,101
unmixableness,13,158
unmixed,7,90
unmixedly,9,127
unmixedness,11,147
unmoaned,8,87
unmoated,8,93
unmobbed,8,76
unmobilized,11,130
unmocked,8,86
unmocking,9,107
unmockingly,11,144
unmodel,7,84
unmodeled,9,93
unmodelled,10,105
unmoderate,10,116
unmoderately,12,153
unmoderateness,14,173
unmoderating,12,141
unmodern,8,104
unmodernity,11,158
unmodernize,11,144
unmodernized,12,148
unmodest,8,111
unmodifiable,12,111
unmodifiableness,16,168
unmodifiably,12,131
unmodified,10,100
unmodifiedness,14,157
unmodish,8,103
unmodulated,11,130
unmoiled,8,93
unmoist,7,111
unmoisten,9,130
unmold,6,79
unmoldable,10,99
unmolded,8,88
unmoldered,10,111
unmoldering,11,132
unmoldy,7,104
unmolested,10,128
unmolestedly,12,165
unmolesting,11,149
unmollifiable,13,131
unmollifiably,13,151
unmollified,11,120
unmollifying,12,157
unmolten,8,114
unmomentary,11,159
unmomentous,11,170
unmomentously,13,207
unmonarch,9,107
unmonarchical,13,132
unmonastic,10,129
unmonetary,10,146
unmoneyed,9,116
unmonistic,10,137
unmonitored,11,148
unmonkish,9,124
unmonkly,8,125
unmonopolize,12,175
unmonopolized,13,179
unmonopolizing,14,200
unmonotonous,12,196
unmonumented,12,159
unmoor,6,96
unmoored,8,105
unmooted,8,107
unmopped,8,104
unmoral,7,94
unmoralist,10,142
unmorality,10,148
unmoralize,10,134
unmoralized,11,138
unmoralizing,12,159
unmorally,9,131
unmoralness,11,151
unmorbid,8,96
unmordanted,11,129
unmoribund,10,131
unmorose,8,120
unmorphological,15,179
unmortal,8,114
unmortared,10,129
unmortgage,10,121
unmortgageable,14,141
unmortgaged,11,125
unmortified,11,134
unmortifiedly,13,171
unmortifiedness,15,191
unmortise,9,134
unmortised,10,138
unmossed,8,110
unmothered,10,123
unmotherly,10,151
unmotionable,12,141
unmotivated,11,144
unmotivatedly,13,181
unmotivatedness,15,201
unmotived,9,123
unmotorized,11,160
unmottled,9,124
unmounded,9,111
unmount,7,118
unmountable,11,138
unmountainous,13,197
unmounted,9,127
unmounting,10,148
unmourned,9,125
unmournful,10,155
unmourning,10,146
unmouthable,11,132
unmouthed,9,121
unmouthpieced,13,154
unmovability,12,163
unmovable,9,105
unmovableness,13,162
unmovably,9,125
unmoved,7,94
unmovedly,9,131
unmoving,8,115
unmovingly,10,152
unmovingness,12,172
unmowed,7,95
unmown,6,100
unmucilaged,11,110
unmudded,8,86
unmuddied,9,95
unmuddle,8,94
unmuddled,9,98
unmuddy,7,102
unmuffle,8,98
unmuffled,9,102
unmulcted,9,113
unmulish,8,117
unmulled,8,102
unmullioned,11,140
unmultipliable,14,167
unmultiplied,12,156
unmultipliedly,14,193
unmultiply,10,163
unmummied,9,113
unmummify,9,135
unmunched,9,103
unmundane,9,107
unmundified,11,120
unmunicipalized,15,177
unmunificent,12,149
unmunitioned,12,159
unmurmured,10,148
unmurmuring,11,169
unmurmuringly,13,206
unmurmurous,11,194
unmuscled,9,112
unmuscular,10,143
unmusical,9,113
unmusicality,12,167
unmusically,11,150
unmusicalness,13,170
unmusicianly,12,161
unmusked,8,108
unmussed,8,116
unmusted,8,117
unmusterable,12,151
unmustered,10,140
unmutated,9,119
unmutation,10,148
unmuted,7,98
unmutilated,11,140
unmutinous,10,167
unmuttered,10,141
unmutual,8,123
unmutualized,12,167
unmuzzle,8,138
unmuzzled,9,142
unmuzzling,10,163
unmyelinated,12,143
unmysterious,12,199
unmysteriously,14,236
unmystery,9,160
unmystical,10,137
unmysticize,11,164
unmystified,11,145
unmythical,10,126
unnabbed,8,63
unnagged,8,73
unnagging,9,94
unnail,6,71
unnailed,8,80
unnaked,7,70
unnamability,12,141
unnamable,9,83
unnamableness,13,140
unnamably,9,103
unname,6,68
unnameability,13,146
unnameable,10,88
unnameableness,14,145
unnameably,10,108
unnamed,7,72
unnapkined,10,109
unnapped,8,91
unnarcotic,10,118
unnarrated,10,116
unnarrow,8,124
unnation,8,108
unnational,10,121
unnationalized,14,165
unnative,8,106
unnatural,9,122
unnaturalism,12,163
unnaturalist,12,170
unnaturalistic,14,182
unnaturality,12,176
unnaturalizable,15,177
unnaturalize,12,162
unnaturalized,13,166
unnaturally,11,159
unnaturalness,13,179
unnature,8,114
unnautical,10,116
unnavigability,14,166
unnavigable,11,108
unnavigableness,15,165
unnavigably,11,128
unnavigated,11,118
unneaped,8,80
unnearable,10,93
unneared,8,82
unnearly,8,110
unnearness,10,130
unneat,6,75
unneatly,8,112
unneatness,10,132
unnebulous,10,144
unnecessarily,13,165
unnecessariness,15,185
unnecessary,11,144
unnecessitated,14,159
unnecessitating,15,180
unnecessity,11,154
unneeded,8,72
unneedful,9,102
unneedfully,11,139
unneedfulness,13,159
unneedy,7,88
unnefarious,11,143
unnegated,9,91
unneglected,11,110
unnegligent,11,128
unnegotiable,12,125
unnegotiableness,16,182
unnegotiably,12,145
unnegotiated,12,135
unnegro,7,94
unneighbored,12,122
unneighborlike,14,150
unneighborliness,16,191
unneighborly,12,150
unnephritic,11,137
unnerve,7,99
unnerved,8,103
unnervous,9,149
unnest,6,93
unnestle,8,110
unnestled,9,114
unneth,6,82
unnethe,7,87
unnethes,8,106
unnethis,8,110
unnetted,8,103
unnettled,9,115
unneurotic,10,140
unneutral,9,126
unneutralized,13,170
unneutrally,11,163
unnew,5,77
unnewly,7,114
unnewness,9,134
unnibbed,8,71
unnibbied,9,80
unnice,6,66
unnicely,8,103
unniceness,10,123
unniched,8,78
unnicked,8,81
unnickeled,10,98
unnickelled,11,110
unnicknamed,11,109
unniggard,9,95
unniggardly,11,132
unnigh,6,73
unnimbed,8,82
unnimble,8,90
unnimbleness,12,147
unnimbly,8,110
unnipped,8,99
unnitrogenized,14,181
unnobilitated,13,146
unnobility,10,141
unnoble,7,83
unnobleness,11,140
unnobly,7,103
unnoised,8,101
unnomadic,9,94
unnominated,11,130
unnonsensical,13,160
unnoosed,8,107
unnormal,8,108
unnorthern,10,147
unnose,6,88
unnosed,7,92
unnotable,9,104
unnotched,9,104
unnoted,7,93
unnoteworthy,12,198
unnoticeable,12,121
unnoticeableness,16,178
unnoticeably,12,141
unnoticed,9,105
unnoticing,10,126
unnotified,10,117
unnotify,8,124
unnoting,8,114
unnourishable,13,159
unnourished,11,148
unnourishing,12,169
unnovel,7,103
unnovercal,10,125
unnucleated,11,120
unnullified,11,127
unnumberable,12,128
unnumberableness,16,185
unnumberably,12,148
unnumbered,10,117
unnumberedness,14,174
unnumerical,11,131
unnumerous,10,161
unnurtured,10,156
unnutritious,12,201
unnutritive,11,173
unnuzzled,9,143
unnymphlike,11,148
unoared,7,78
unobdurate,10,121
unobedience,11,97
unobedient,10,109
unobediently,12,146
unobese,7,81
unobeyed,8,91
unobeying,9,112
unobjected,10,99
unobjectionable,15,148
unobjectionableness,19,205
unobjectionably,15,168
unobjectional,13,141
unobjective,11,126
unobligated,11,110
unobligatory,12,159
unobliged,9,89
unobliging,10,110
unobligingly,12,147
unobligingness,14,167
unobliterable,13,136
unobliterated,13,146
unoblivious,11,159
unobnoxious,11,169
unobscene,9,98
unobscure,9,118
unobscured,10,122
unobsequious,12,178
unobsequiously,14,215
unobsequiousness,16,235
unobservable,12,136
unobservance,12,139
unobservant,11,151
unobservantly,13,188
unobservantness,15,208
unobserved,10,125
unobservedly,12,162
unobserving,11,146
unobservingly,13,183
unobsessed,10,123
unobsolete,10,128
unobstinate,11,140
unobstruct,10,153
unobstructed,12,162
unobstructedly,14,199
unobstructedness,16,219
unobstructive,13,189
unobstruent,11,169
unobtainable,12,116
unobtainableness,16,173
unobtainably,12,136
unobtained,10,105
unobtruded,10,124
unobtruding,11,145
unobtrusive,11,166
unobtrusively,13,203
unobtrusiveness,15,223
unobtunded,10,120
unobumbrated,12,136
unobverted,10,126
unobviated,10,113
unobvious,9,138
unoccasional,12,127
unoccasioned,12,123
unoccidental,12,121
unoccluded,10,102
unoccupancy,11,136
unoccupation,12,152
unoccupied,10,111
unoccupiedly,12,148
unoccupiedness,14,168
unoccurring,11,143
unoceanic,9,85
unocular,8,105
unode,5,59
unodious,8,118
unodoriferous,13,180
unoecumenic,11,123
unoecumenical,13,136
unoffendable,12,105
unoffended,10,94
unoffendedly,12,131
unoffender,10,108
unoffending,11,115
unoffendingly,13,152
unoffensive,11,136
unoffensively,13,173
unoffensiveness,15,193
unoffered,9,94
unofficed,9,83
unofficered,11,106
unofficerlike,13,134
unofficial,10,96
unofficialdom,13,128
unofficially,12,133
unofficialness,14,153
unofficiating,13,134
unofficinal,11,110
unofficious,11,138
unofficiously,13,175
unofficiousness,15,195
unoffset,8,106
unoften,7,95
unogled,7,78
unoil,5,71
unoiled,7,80
unoiling,8,101
unoily,6,96
unold,5,66
unomened,8,91
unominous,9,141
unomitted,9,121
unomnipotent,12,176
unomniscient,12,156
Unona,5,65
unonerous,9,142
unontological,13,158
unopaque,8,110
unoped,6,75
unopen,6,85
unopenable,10,105
unopened,8,94
unopening,9,115
unopenly,8,122
unopenness,10,142
unoperably,10,129
unoperated,10,119
unoperatic,10,122
unoperating,11,140
unoperative,11,146
unoperculate,12,151
unoperculated,13,155
unopined,8,98
unopinionated,13,157
unoppignorated,14,175
unopportune,11,175
unopportunely,13,212
unopportuneness,15,232
unopposable,11,136
unopposed,9,125
unopposedly,11,162
unopposedness,13,182
unopposite,10,150
